NO,市町村,事業者名,店舗名,事業者種別,郵便番号,住所,電話番号,開始（予定）日,PCR検査,抗原検査,特記事項
421,流山市,株式会社アオノ,アオノ薬局南流山店,1,270-0163,千葉県流山市南流山２－４－３－１０２,04-7199-7297,2022-05-01,False,True,"土曜日の15時30分～17時30分に実施。
事前に電話連絡必要"
422,八千代市,ウエルシア薬局株式会社,ウエルシア薬局勝田台店,1,276-0023,千葉県八千代市勝田台２丁目１２－２,047-487-1702,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
423,八千代市,ウエルシア薬局株式会社,ウエルシア薬局八千代緑が丘店,1,276-0046,千葉県八千代市大和田新田１０３１－１,047-480-3560,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
424,八千代市,ウエルシア薬局株式会社,ウエルシア薬局八千代大和田２号店,1,276-0046,千葉県八千代市大和田新田446番地47　,047-450-2130,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
425,八千代市,ウエルシア薬局株式会社,ウエルシア薬局八千代大和田店,1,276-0046,千葉県八千代市大和田新田字庚塚３４４－１,047-486-1820,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
426,八千代市,ウエルシア薬局株式会社,ウエルシア八千代台薬局,1,276-0034,千葉県八千代市八千代台西９－１－１６,047-484-2252,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
427,八千代市,ウエルシア薬局株式会社,ウエルシア薬局八千代台東店,1,276-0032,千葉県八千代市八千代台東２－７－１,047-480-6181,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
428,八千代市,株式会社千葉薬品,ヤックスドラッグ大和田薬局,1,276-0046,八千代市大和田新田326番6,047-455-3038,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
429,八千代市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎八千代高津店,1,276-0036,八千代市高津694-1,047-458-7929,2022-01-26,True,True,店舗の営業時間に準ずる
430,八千代市,株式会社アインファーマシーズ,アイン薬局新八千代店,1,276-0015,千葉県八千代市米本1545-21,047-480-5630,2022-03-18,False,True,"土曜日：15時～18時に実施。
来局前に電話連絡をお願いします。"
431,八千代市,株式会社　スギ薬局,スギ薬局　八千代中央店,1,276-0042,千葉県八千代市ゆりのき台三丁目5番3号,047-409-8165,2022-03-10,True,True,"検査可能時間
(平日)9:00-14:00、15:00-19:00
(土)　9:00-14:00
日祝は実施不可"
432,八千代市,クラフト株式会社,さくら薬局　八千代村上南店,1,276-0029,千葉県八千代市村上南5-5-18,047-405-7177,2022-04-06,False,True,平日月・火・木・金：13～16時
433,八千代市,株式会社ＡＡＡ,こだま薬局,1,276－0045,千葉県八千代市大和田1002－3,047－481－5088,2022-04-21,True,True,土曜日午後、日曜日は実施不可。
434,八千代市,日本調剤株式会社,日本調剤 八千代薬局,1,276-0046,千葉県八千代市大和田新田501-2,047-459-6831,2022-05-25,False,True,"店舗の営業日、営業時間のみ対応（各店舗の情報は以下の店舗情報よりご確認ください）。https://www.nicho.co.jp/tenpo/
土、日、祝日は対応しておりません。混雑時または検査キットの在庫状況によっては予約をお断りすることがあります。必ず事前に電話予約をした上でご来局ください。"
435,八千代市,薬樹株式会社 薬樹薬局　八千代,薬樹薬局　八千代,1,276-0022,千葉県八千代市上高野449番地21,047-487-6948,2022-05-24,True,False,"月火水木金の14：00～16：00は実施可能。土曜、日曜、祭日は実施不可。
検査をご希望の方は事前にお電話にてご連絡をお願いいたします。
なお、薬局の店頭での予約受付は承っておりませんので連絡先にお問合せをお願いいたします。
電話番号：046-271-7233"
436,八千代市,クオール株式会社　クオール薬局勝田台店,クオール薬局勝田台店,1,276-0023,千葉県八千代市勝田台1-28-5,047-480-9040,2022-06-01,False,True,"月・水・金：１４時～１５時
木：９時～１５時
ご来局前に予めご連絡ください。"
437,八千代市,株式会社メディトランセ,【PCRラボ】ICheck x nanoAce 八千代PCR検査場,2,276-0034,千葉県八千代市八千代台西5丁目1-1 　サンライズマンション101,047-405-5565,2022-06-11,True,False,"営業時間:10:00 〜 19:00 店休日:水曜日・日曜日　
ホームページURL：https://pcrlab.jp/
※複数店舗共通回線の為、電話は「無料検査の担当者」あてにおかけください。"
438,我孫子市,ウエルシア薬局株式会社,ウエルシア薬局我孫子下ヶ戸店,1,270-1138,千葉県我孫子市下ケ戸４７８－１,04-7165-2015,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
439,我孫子市,ウエルシア薬局株式会社,ウエルシア薬局我孫子若松店,1,270-1147,千葉県我孫子市若松１０２,04-7181-8818,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
440,我孫子市,ウエルシア薬局株式会社,ウエルシア薬局我孫子新木駅前店,1,270-1119,千葉県我孫子市南新木２丁目２番地の１,04-7187-7556,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
441,我孫子市,クラフト株式会社,柴崎薬局,1,270-1177,千葉県我孫子市柴崎1299-14,04-7182-1161,2022-01-18,False,True,13時-15時の間
442,我孫子市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎天王台店,1,270-1143,我孫子市天王台2-10-7　ﾛｲﾔﾙﾊﾟﾚｽ天王台104,04-7183-3387,2022-01-26,True,True,店舗の営業時間に準ずる
443,我孫子市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎天王台北口店,1,270-1176,我孫子市柴崎台1丁目8番1,04-7183-3829,2022-01-26,True,True,店舗の営業時間に準ずる
444,我孫子市,株式会社　あさひ調剤,アイン薬局 我孫子店,1,270-1166,我孫子市我孫子1860-4,04-7136-1493,2022-03-07,False,True,"3月7日開始予定
■ご連絡ください　実施曜日・時間木曜・金曜の14：00～15：00
ドライブスルーにて対応"
445,我孫子市,株式会社クリエイトエス・ディー,クリエイト薬局我孫子天王台店,1,270-1143,千葉県我孫子市天王台1-21-1,0120-994-046,2022-03-07,True,False,"3月7日開始予定
月～木10:00～16:00　金10:00～14:00　土日祝は実施不可　祝前日は10:00～14:00
スマートフォンでの登録が必要になります"
446,我孫子市,クラフト株式会社,さくら薬局　我孫子駅前店,1,270-1151,千葉県我孫子市本町2-4-3　弥生ビル1階,04-7186-3070,2022-04-06,False,True,13時-15時の間
447,我孫子市,日本調剤株式会社,日本調剤 我孫子薬局,1,270-1166,千葉県我孫子市我孫子1843-3,04-7184-8836,2022-05-25,False,True,"店舗の営業日、営業時間のみ対応（各店舗の情報は以下の店舗情報よりご確認ください）。https://www.nicho.co.jp/tenpo/
土、日、祝日は対応しておりません。混雑時または検査キットの在庫状況によっては予約をお断りすることがあります。必ず事前に電話予約をした上でご来局ください。"
448,我孫子市,クオール株式会社　クオール薬局天王台店,クオール薬局天王台店,1,270-1176,千葉県我孫子市柴崎台1-18-34,04-7165-6289,2022-06-01,False,True,"月～木：１４時～１５時
ご来局前に予めご連絡ください。"
449,鴨川市,ウエルシア薬局株式会社,ウエルシア薬局鴨川広場店,1,296-0044,千葉県鴨川市広場１０００－１,04-7098-3707,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
450,鴨川市,株式会社千葉薬品,ヤックスドラッグ鴨川薬局,1,296-0001,鴨川市横渚字鎌田105,04-7099-2121,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
451,鴨川市, 榎本医院,鴨川警察署前PCR検査場,3,296-0001,千葉県鴨川市横渚1548-1,0439-29-6339,2022-05-18,True,True,"ドライブスルーでの検査も実施
受付時間
平日土    10:00～19:00
日祝　    10:00～18:00"
452,鴨川市,株式会社ウィーズ千葉,フジヒラ薬局鴨川店,1,296-0001,千葉県鴨川市横渚970-1,04-7092-1951,2022-06-11,False,True,ドライブスルー方式にて対応。日曜日・祝日　実施不可
453,鎌ケ谷市,ウエルシア薬局株式会社,ウエルシア薬局鎌ケ谷くぬぎ山店,1,273-0128,千葉県鎌ケ谷市くぬぎ山３－１４－１４,047-394-5107,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
454,鎌ケ谷市,ウエルシア薬局株式会社,ウエルシア薬局鎌ケ谷初富店,1,273-0123,千葉県鎌ケ谷市南初富３－１４－２,047-441-7126,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
455,鎌ケ谷市,ウエルシア薬局株式会社,ウエルシア薬局鎌ケ谷西佐津間店,1,273-0134,千葉県鎌ヶ谷市西佐津間1-24-33,047-446-4847,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
456,鎌ケ谷市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎東鎌ケ谷店,1,273-0104,鎌ケ谷市東鎌ケ谷1-6,047-446-2029,2022-01-26,True,True,店舗の営業時間に準ずる
457,鎌ケ谷市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎新鎌ケ谷南口店,1,273-0107,鎌ケ谷市新鎌ケ谷一丁目9番9号,047-441-3029,2022-01-26,True,True,店舗の営業時間に準ずる
458,鎌ケ谷市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎鎌ヶ谷店,1,273-0137,千葉県鎌ケ谷市道野辺本町2-10-25,047-442-6829,2022-02-14,True,True,営業時間：店舗の営業時間に準ずる
459,鎌ケ谷市,クラフト株式会社,山口薬局,1,273-0121,千葉県鎌ケ谷市初富848-106,047-442-4820,2022-04-06,False,True,平日：10時-12時の間 事前電話必要
460,鎌ケ谷市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎新鎌ケ谷店,2,273-0107 ,千葉県鎌ケ谷市新鎌ケ谷1丁目16-1　ムワトゥール1階,047-498-7529,2022-05-30,True,True,店舗の営業時間に準ずる
461,鎌ケ谷市,株式会社すずき,オリビエ薬局鎌ヶ谷店,1,273-0122,千葉県鎌ヶ谷市東初富6-9-48,047-401-3717,2022-06-06,False,True,"ドライブスルー方式
金曜日　12時～13時のみの実施　＊在庫確保のため047-401-3717へ連絡の上来局ください。"
462,君津市,ウエルシア薬局株式会社,ウエルシア薬局君津外箕輪店,1,299-1173,千葉県君津市外箕輪４－１－２２,043-950-9556,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
463,君津市,ウエルシア薬局株式会社,ウエルシア薬局君津西坂田店,1,299-1145,千葉県君津市西坂田１－３－７号,0439-50-3788,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
464,君津市,ウエルシア薬局株式会社,ウエルシア薬局君津中島店,1,299-1106,千葉県君津市中島２８５－３,0439-70-1151,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
465,君津市,株式会社千葉薬品,ヤックスドラッグ小櫃薬局,1,292-0451,君津市末吉1054-1,0439-32-1701,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
466,君津市,株式会社ツルハ,調剤薬局ツルハドラッグ君津店,1,299-1162,千葉県君津市南子安6-5-17,043-954-2268,2022-01-20,True,True,
467,君津市,株式会社クリエイトエス・ディー,クリエイト薬局君津杢師店,1,299-1163,千葉県君津市杢師 1-14-22,0120-994-046,2022-03-07,True,False,"3月7日開始予定
月～木10:00～16:00　金10:00～14:00
土日祝は実施不可　祝前日は10:00～14:00"
468,君津市,榎本医院,君津ファーストビルPCR検査場,3,272-0143,千葉県君津市東坂田1-6-1　君津ファーストビル1階,0439-29-6339,2022-05-13,True,True,"受付時間
平日  10:00～17:30
休憩時間13:00～14:00　　　　　　土日祝   定休日"
469,君津市,株式会社ウィーズT,君津薬局　東坂田店,1,299-1144,千葉県君津市東坂田4-8-7,0439-50-0180,2022-06-11,False,True,日曜日・祝日　実施不可
470,富津市,ウエルシア薬局株式会社,ウエルシア薬局富津大貫店,1,293-0035,千葉県富津市西大和田１３４０,0439-80-5201,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
471,富津市,株式会社千葉薬品,ヤックスドラッグ富津大貫薬局,1,293-0036,富津市千種新田1244,0439-80-5690,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
472,富津市,株式会社千葉薬品,ヤックスドラッグ上総湊薬局,1,299-1607,富津市湊14番5号,0439-29-7901,2022-02-16,True,True,調剤薬局の営業日、営業時間のみ受付可能。新規開局薬局につき2月11日より検査可能。要電話連絡。
473,浦安市,ウエルシア薬局株式会社,ウエルシア薬局浦安駅前店,1,279-0001,千葉県浦安市当代島１－１－２３,047-316-8648,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
474,浦安市,ウエルシア薬局株式会社,ウエルシア薬局浦安日の出店,1,279-0013,千葉県浦安市日の出５丁目７番９号,047-700-7083,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
475,浦安市,ウエルシア薬局株式会社,ウエルシア薬局ライフガーデン新浦安店,1,279-0021,千葉県浦安市富岡３－２－２,047-304-3753,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
476,浦安市,株式会社千葉薬品,ヤックスドラッグ浦安東野薬局,1,279-0042,浦安市東野3-4-11,047-712-8017,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
477,浦安市,クラフト株式会社,さくら薬局　浦安店,1,279-0022,千葉県浦安市今川1-13-1,041-351-6711,2022-01-18,False,True,13時-16時の間、事前に電話連絡必要
478,浦安市,株式会社フラント,あいケア薬局浦安店,1,279-0003,千葉県浦安市海楽２－１－３,070-4234-2467,2022-01-31,True,False,実施日時：月ー金１３：００－１５：００
479,浦安市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎浦安店,1,279-0001,浦安市当代島3-4-17,047-305-8080,2022-01-26,True,True,店舗の営業時間に準ずる
480,浦安市,田辺薬局株式会社,田辺薬局浦安高州店,1,279-0023,浦安市高洲３－１－２５,047-382-0293,2022-03-10,True,True,"月曜日～金曜日　13:00～15:00／17:00～18:00実施
ご来局前にあらかじめ電話でお問合せ下さい。
（047-382-0293）"
481,浦安市,株式会社アインファーマシーズ,アイン薬局　メディカルガーデン新浦安店,1,279-0013,千葉県浦安市日の出1-1-25,047-316-7477,2022-03-14,False,True,"火曜日17：00-18：00のみ対応
ご来局前に電話連絡をお願いします。"
482,浦安市,クラフト株式会社,さくら薬局　新浦安店,1,279-0022,千葉県浦安市今川1-1-33,047-329-2871,2022-04-06,False,True,平日：9時～10時、15時～16時　事前電話必須
483,浦安市,クラフト株式会社,さくら薬局　浦安当代島店,1,279-0001,千葉県浦安市当代島1-3-30ﾋﾞｯｸﾞｳｴｽﾄ浦安102,047-350-7373,2022-04-06,False,True,月・火・木・金　14時半～16時　事前電話必須
484,浦安市,一般社団法人厚生会,PCR検査センター富士見,3,279-0043,千葉県浦安市富士見1-2-24,047-711-3120,2022-04-25,False,True,定休日無し
485,浦安市,日本調剤株式会社,日本調剤 浦安中央薬局,1,279-0022,千葉県浦安市今川1-14-65,047-390-9593,2022-05-25,False,True,"店舗の営業日、営業時間のみ対応（各店舗の情報は以下の店舗情報よりご確認ください）。https://www.nicho.co.jp/tenpo/
土、日、祝日は対応しておりません。混雑時または検査キットの在庫状況によっては予約をお断りすることがあります。必ず事前に電話予約をした上でご来局ください。"
486,浦安市,日本調剤株式会社,日本調剤 新浦安薬局,1,279-0012,"千葉県浦安市入船1-4-1
イオン新浦安店７階",047-381-2078,2022-05-25,False,True,"店舗の営業日、営業時間のみ対応（各店舗の情報は以下の店舗情報よりご確認ください）。https://www.nicho.co.jp/tenpo/
土、日、祝日は対応しておりません。混雑時または検査キットの在庫状況によっては予約をお断りすることがあります。必ず事前に電話予約をした上でご来局ください。"
487,浦安市,日本調剤株式会社,日本調剤 浦安薬局,1,279-0001,"千葉県浦安市当代島1-4-1
第一西脇ビル１階",047-316-6711,2022-05-25,False,True,"店舗の営業日、営業時間のみ対応（各店舗の情報は以下の店舗情報よりご確認ください）。https://www.nicho.co.jp/tenpo/
土、日、祝日は対応しておりません。混雑時または検査キットの在庫状況によっては予約をお断りすることがあります。必ず事前に電話予約をした上でご来局ください。"
488,浦安市,株式会社ウィーズT,みんと薬局,1,279-0001,千葉県浦安市当代島3-3-25,047-390-8555,2022-06-11,False,True,日曜日・祝日　実施不可
489,浦安市,株式会社ウィーズT,ハーベスト薬局浦安店,1,279-0043,千葉県浦安市富士見2-18-2,047-316-0661,2022-06-11,False,True,日曜日・祝日　実施不可
490,浦安市,株式会社アポステータス,浦安東野薬局,1,279-0042,"千葉県浦安市東野3-4-1
アクロスプラザ浦安東野2F",047-712-8286,2022-06-13,False,True,火曜日・日曜日、祝日は実施不可　
491,四街道市,ウエルシア薬局株式会社,ウエルシア薬局四街道めいわ店,1,284-0043,千葉県四街道市めいわ３－１－１,043-433-7011,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
492,四街道市,ウエルシア薬局株式会社,ウエルシア薬局四街道もねの里店,1,284-0016,千葉県四街道市もねの里２－３７－１９,043-304-8027,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
493,四街道市,ウエルシア薬局株式会社,ウエルシア薬局四街道津の守店,1,284-0005,千葉県四街道市四街道１５３１－６,043-420-1067,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
494,四街道市,ウエルシア薬局株式会社,ウエルシア薬局四街道鹿渡店,1,284-0003,千葉県四街道市鹿渡１１２１番地１,043-433-3763,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
495,四街道市,ウエルシア薬局株式会社,ウエルシア薬局四街道大日店,1,284-0001,千葉県四街道市大日５４３－６,043-304-8288,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
496,四街道市,ウエルシア薬局株式会社,ウエルシア薬局四街道大日桜ケ丘店,1,284-0001,千葉県四街道市大日５４番地１１,043-420-0033,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
497,四街道市,株式会社千葉薬品,ヤックスドラッグ四街道薬局,1,284-0044,四街道市和良比269-5,043-312-0318,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
498,四街道市,株式会社クスリのアオキホールディングス,クスリのアオキ四街道大日薬局,1,284-0001,千葉県四街道市大日389番地3,043-488-5064,2022-01-26,True,True,"月～金　9:00-19:00　土　9:00-18:00（薬局　043-488-5064）
上記以外の時間帯（店舗　043-420-8676）
よくあるご質問はクスリのアオキHPにてご確認をお願い致します。"
499,四街道市,株式会社クスリのアオキホールディングス,クスリのアオキ四街道千代田薬局,1,284-0015,千葉県四街道市千代田５丁目36番1号,043-488-6804,2022-01-26,True,True,"月～金　9:00-19:00　土　9:00-18:00（薬局　043-488-6804）
上記以外の時間帯（店舗　043-488-6845）
よくあるご質問はクスリのアオキHPにてご確認をお願い致します。"
500,袖ケ浦市,ウエルシア薬局株式会社,ウエルシア薬局袖ケ浦横田店,1,299-0236,千葉県袖ケ浦市千葉県袖ケ浦市横田２６３２番１,0438-75-7791,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
501,袖ケ浦市,ウエルシア薬局株式会社,ウエルシア薬局袖ケ浦奈良輪店,1,299-0263,千葉県袖ケ浦市奈良輪１４１６,0438-63-8101,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
502,袖ケ浦市,株式会社千葉薬品,ヤックスドラッグ袖ヶ浦薬局,1,299-0245,袖ヶ浦市蔵波台5-19-3,0438-60-8496,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
503,袖ケ浦市,株式会社千葉薬品,ヤックスドラッグ横田薬局,1,299-0236,袖ヶ浦市横田1210,0438-97-5026,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
504,袖ケ浦市,有限会社　なりまつ薬品,なりまつ薬品　さつき台薬局,1,299-0246,千葉県袖ケ浦市長浦駅前2-2-11,0438-63-5858,2022-01-19,False,True,調剤薬局の営業日、営業時間のみ受付可能。
505,袖ケ浦市,株式会社クスリのアオキホールディングス,クスリのアオキ神納薬局,1,299-0263,千葉県袖ケ浦市奈良輪249番地1,0438-97-6303,2022-01-26,True,True,"月～金　9:00-18:00（薬局　0438-97-6303）
上記以外の時間帯（店舗　0438-97-5505）
よくあるご質問はクスリのアオキHPにてご確認をお願い致します。"
506,袖ケ浦市,株式会社クスリのアオキホールディングス,クスリのアオキのぞみ野薬局,1,299-0251,千葉県袖ケ浦市のぞみ野70番地3,0438-38-6500,2022-01-26,True,True,"月～金　9:00-18:00（薬局　0438-38-6500）
上記以外の時間帯（店舗　0438-97-6661）
よくあるご質問はクスリのアオキHPにてご確認をお願い致します。"
507,袖ケ浦市,株式会社ウィーズ,サンリツ薬局　長浦店,1,299-0245,千葉県袖ケ浦市蔵波台5-19-5,0438-60-8350,2022-06-11,False,True,ドライブスルー方式にて対応　日曜、祝日実施不可
508,八街市,株式会社千葉薬品,ヤックスドラッグ八街東薬局,1,289-1104,八街市文違301-3836,043-309-7880,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
509,八街市,クラフト株式会社,さくら薬局　八街店,1,289-1115,千葉県八街市八街ほ823-6,043-444-6134,2022-01-18,False,True,月・火・水・金：13～15時
510,八街市,株式会社クスリのアオキホールディングス,クスリのアオキ八街文違薬局,1,289-1104,千葉県八街市文違301番地4779,043-309-6596,2022-01-26,True,True,"月～金　9:00-18:00（薬局　043-309-6596）
上記以外の時間帯（店舗　043-309-7607）
よくあるご質問はクスリのアオキHPにてご確認をお願い致します。"
511,八街市,梅澤薬局,梅澤薬局　八街店,1,289-1107,千葉県八街市八街は20-7,043-444-2574,2022-03-08,True,True,水曜日、日曜日、祭日は実施不可　営業時間内で実施
512,八街市,クオール株式会社　クオール薬局八街店,クオール薬局八街店,1,289-1104,千葉県八街市文違301-915,043-442-1709,2022-06-01,False,True,"月～金：１４時～１５時
ご来局前に予めご連絡ください。"
513,八街市,クオール株式会社　クオール薬局八街２号店,クオール薬局八街２号店,1,289-1104,千葉県八街市文違301-2714,043-443-6811,2022-06-01,False,True,"月～金：１４時～１５時
ご来局前に予めご連絡ください。"
514,印西市,株式会社千葉薬品,ヤックスドラッグ印旛日本医大駅前薬局,1,270-1608,印西市舞姫1-5-1,0476-80-3551,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
515,印西市,株式会社メタボスクリーン,コロナバスター・印西店,2,270-1346,印西市多々羅田118-7,0476-85-6011,2022-01-11,True,False,月曜～土曜　10:00～19:00
516,印西市, 株式会社アインファーマシーズ,アイン薬局　日本医大北総店,1,270-1613,千葉県印西市鎌苅1715,0476-85-6966,2022-01-18,True,True,"夜勤対応時は実施不可(19時～翌朝9時)
原則、電話予約にて対応。
来局前には電話連絡をお願いします。
1月27日現在、抗原検査キットとPCR検査キットが納品されず、予約を承る事が出来ない状況です。再開も未定となっております。   "
517,印西市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎本埜店,1,270-2327,印西市竜腹寺350,0476-97-5702,2022-01-26,True,True,店舗の営業時間に準ずる
518,印西市,株式会社StarSeed,印西新型コロナ無料検査場,1,270-1335,千葉県印西市原1-2　BIGHOPガーデンモール印西 1F iPhoneClinic印西店内,0476-36-7488,2022-03-10,True,True,"水曜日は実施不可
予約不要 受付時間10:00-16:30
日・祝 PCR検査 15:00まで当日発送致します。"
519,印西市,ファーマリリー株式会社,アサヒ薬局印西店,1,270-1347,千葉県印西市内野1-5-7,0476-40-7225,2022-03-14,True,True,祝日・その他薬局の定休日は店舗での実施不可。
520,印西市,メディカルコム株式会社,サンリツ薬局　印西店,1,270-1327,千葉県印西市大森2550-11,0476-40-2811,2022-06-11,False,True,日曜日・祝日　実施不可
521,白井市,ウエルシア薬局株式会社,ウエルシア薬局白井十余一店,1,270-1411,千葉県白井市十余一５０－５,047-498-3577,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
522,白井市,ウエルシア薬局株式会社,ウエルシア薬局西白井店,1,270-1435,千葉県白井市清水口１－１－２６,0474-92-2911,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
523,白井市,ウエルシア薬局株式会社,ウエルシア薬局白井冨士店,1,270-1432,千葉県白井市冨士１２０－３,047-441-1217,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
524,白井市,株式会社千葉薬品,ヤックスドラッグ白井薬局,1,270-1408,白井市西白井1-19-26,047-407-2644,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
